,Year,Team,Pts,Pts,Team,HT,HT,,Series,Ground,Date,Match
9109,2018,Argentina,10,23,Wales,3,17,,Wales tour,San Juan,9 Jun 2018,Details
9110,2018,Cayman Is,20,19,Bermuda,-,-,,Rugby Americas North,Grand Caymans,9 Jun 2018,Details
9111,2018,USA,62,13,Russia,34,13,,Russia tour,Commerce City,9 Jun 2018,Details
9112,2018,Canada,10,48,Scotland,3,15,,Scotland tour,Edmonton,9 Jun 2018,Details
9113,2018,Samoa,18,28,Tonga,6,17,,South Pacific Championship,Suva,16 Jun 2018,Details
9114,2018,Fiji,37,15,Georgia,10,15,,South Pacific Championship,Suva,16 Jun 2018,Details
9115,2018,Japan,22,25,Italy,3,12,,Italy tour,Kobe,16 Jun 2018,Details
9116,2018,New Zealand,26,13,France,21,6,,France tour,Wellington,16 Jun 2018,Details
9117,2018,Australia,21,26,Ireland,14,16,,Ireland tour / Lansdowne Cup,Melbourne,16 Jun 2018,Details
9118,2018,Zimbabwe,23,23,Morocco,14,13,,2019 Rugby World Cup Qualifier / African Championship D1,Harare,16 Jun 2018,Details
9119,2018,Germany,16,13,Portugal,3,6,,2019 Rugby World Cup Qualifier,Heidelburg,16 Jun 2018,Details
9120,2018,Namibia,55,6,Uganda,26,3,,2019 Rugby World Cup Qualifier / African Championship D1,Windhoek,16 Jun 2018,Details
9121,2018,South Africa,23,12,England,13,12,,England tour,Bloemfontein,16 Jun 2018,Details
9122,2018,Argentina,12,30,Wales,5,19,,Wales tour,Santa Fe,16 Jun 2018,Details
9123,2018,Canada,20,43,Russia,10,26,,Russia tour,Nepean,16 Jun 2018,Details
9124,2018,USA,30,29,Scotland,13,24,,Scotland tour,Houston,16 Jun 2018,Details
9125,2018,Fiji,19,27,Tonga,7,7,,Tonga tour,Lautoka,23 Jun 2018,Details
9126,2018,Japan,28,0,Georgia,9,0,,Georgia tour,Aichi,23 Jun 2018,Details
9127,2018,New Zealand,49,14,France,21,14,,France tour,Dunedin,23 Jun 2018,Details
9128,2018,Philippines,32,24,Singapore,12,14,,Asian - Division 1,Manila,23 Jun 2018,Details
9129,2018,Australia,16,20,Ireland,9,12,,Ireland tour / Lansdowne Cup,Sydney,23 Jun 2018,Details
9130,2018,Namibia,118,0,Tunisia,52,0,,2019 Rugby World Cup Qualifier / African Championship D1,Windhoek,23 Jun 2018,Details
9131,2018,South Africa,10,25,England,3,6,,England tour,Cape Town,23 Jun 2018,Details
9132,2018,Morocco,24,28,Kenya,10,7,,2019 Rugby World Cup Qualifier / African Championship D1,Casablanca,23 Jun 2018,Details
9133,2018,Argentina,15,44,Scotland,3,36,,Scotland tour,Resistencia,23 Jun 2018,Details
9134,2018,Canada,17,42,USA,3,13,,United States of America tour,NS,23 Jun 2018,Details
9135,2018,Philippines,38,12,Singapore,18,12,,Asian - Division 1,Manila,26 Jun 2018,Details
9136,2018,Samoa,66,15,Germany,35,3,,2019 Rugby World Cup Qualifier,Apia,30 Jun 2018,Details
9137,2018,Kenya,45,36,Zimbabwe,33,17,,2019 Rugby World Cup Qualifier / African Championship D1,Nairobi,30 Jun 2018,Details
9138,2018,Morocco,7,63,Namibia,0,35,,2019 Rugby World Cup Qualifier / African Championship D1,Casablanca,30 Jun 2018,Details
9139,2018,Cook Islands,3,26,Hong Kong,3,18,,2019 Rugby World Cup Qualifier,Raratonga,30 Jun 2018,Details
9140,2018,Hong Kong,51,0,Cook Islands,17,0,,2019 Rugby World Cup Qualifier,Hong Kong,7 Jul 2018,Details
9141,2018,Kenya,38,22,Uganda,28,5,,2019 Rugby World Cup Qualifier / African Championship D1,Nairobi,7 Jul 2018,Details
9142,2018,Tunisia,18,14,Zimbabwe,5,7,,2019 Rugby World Cup Qualifier / African Championship D1,Beja,7 Jul 2018,Details
9143,2018,Algeria,22,18,Senegal,-,-,,African Championship D2,Toulouse,8 Jul 2018,Details
9144,2018,Zambia,32,13,Botswana,-,-,,African Championship D2,Mufulira,8 Jul 2018,Details
9145,2018,Ivory Coast,25,21,Senegal,7,13,,African Championship D2,Toulouse,11 Jul 2018,Details
9146,2018,Botswana,18,62,Madagascar,-,-,,African Championship D2,Mufulira,11 Jul 2018,Details
9147,2018,Zambia,31,29,Madagascar,-,-,,African Championship D2,Mufulira,14 Jul 2018,Details
9148,2018,Algeria,23,13,Ivory Coast,-,-,,African Championship D2,Toulouse,14 Jul 2018,Details
9149,2018,Germany,28,42,Samoa,15,14,,2019 Rugby World Cup Qualifier,Heidelburg,14 Jul 2018,Details
9150,2018,Uganda,67,12,Tunisia,25,5,,2019 Rugby World Cup Qualifier / African Championship D1,Kampala,4 Aug 2018,Details
9151,2018,Zimbabwe,28,58,Namibia,7,27,,2019 Rugby World Cup Qualifier / African Championship D1,Bulawayo,4 Aug 2018,Details
9152,2018,Honduras,27,39,Panama,-,-,,South American Championship,Tegucigalpa,11 Aug 2018,Details
9153,2018,Kenya,67,0,Tunisia,40,0,,2019 Rugby World Cup Qualifier / African Championship D1,Nairobi,11 Aug 2018,Details
9154,2018,Uganda,47,29,Morocco,30,7,,2019 Rugby World Cup Qualifier / African Championship D1,Kampala,11 Aug 2018,Details
9155,2018,El Salvador,27,24,Honduras,11,5,,South American Championship,San Salvador,18 Aug 2018,Details
9156,2018,Australia,13,38,New Zealand,6,5,,Rugby Championship / Bledisloe Cup,Sydney,18 Aug 2018,Details
9157,2018,Uganda,18,38,Zimbabwe,10,19,,2019 Rugby World Cup Qualifier / African Championship D1,Kampala,18 Aug 2018,Details
9158,2018,Namibia,53,28,Kenya,22,7,,2019 Rugby World Cup Qualifier / African Championship D1,Windhoek,18 Aug 2018,Details
9159,2018,South Africa,34,21,Argentina,10,14,,Rugby Championship,Durban,18 Aug 2018,Details
9160,2018,Tunisia,36,13,Morocco,17,13,,2019 Rugby World Cup Qualifier / African Championship D1,Monastir,18 Aug 2018,Details
9161,2018,Panama,51,26,El Salvador,-,-,,South American Championship,Paraiso,25 Aug 2018,Details
9162,2018,New Zealand,40,12,Australia,14,7,,Rugby Championship / Bledisloe Cup,Auckland,25 Aug 2018,Details
9163,2018,Argentina,32,19,South Africa,27,7,,Rugby Championship,Mendoza,25 Aug 2018,Details
9164,2018,Mexico,36,45,Paraguay,19,22,,Americas Rugby Challenge,Medellin,26 Aug 2018,Details
9165,2018,Colombia,71,7,Guyana,40,0,,Americas Rugby Challenge,Medellin,26 Aug 2018,Details
9166,2018,Guyana,7,86,Paraguay,7,60,,Americas Rugby Challenge,Medellin,29 Aug 2018,Details
9167,2018,Colombia,45,0,Mexico,14,0,,Americas Rugby Challenge,Medellin,29 Aug 2018,Details
9168,2018,Colombia,44,29,Paraguay,20,24,,Americas Rugby Challenge,Medellin,1 Sep 2018,Details
9169,2018,Guyana,36,48,Mexico,12,31,,Americas Rugby Challenge,Medellin,1 Sep 2018,Details
9170,2018,New Zealand,46,24,Argentina,18,7,,Rugby Championship,Nelson,8 Sep 2018,Details
9171,2018,Australia,23,18,South Africa,17,18,,Rugby Championship / Mandela Challenge Plate,Brisbane,8 Sep 2018,Details
9172,2018,New Zealand,34,36,South Africa,17,24,,Rugby Championship / Freedom Cup,Wellington,15 Sep 2018,Details
9173,2018,Australia,19,23,Argentina,14,17,,Rugby Championship / Puma Trophy,Gold Coast,15 Sep 2018,Details
9174,2018,Czechia,22,41,Poland,7,24,,FIRA Championship D1,Zlin,29 Sep 2018,Details
9175,2018,South Africa,23,12,Australia,20,12,,Rugby Championship / Mandela Challenge Plate,Port Elizabeth,29 Sep 2018,Details
9176,2018,Argentina,17,35,New Zealand,3,21,,Rugby Championship,Buenos Aires,29 Sep 2018,Details
9177,2018,Guatemala,16,12,Costa Rica,-,-,,South American Championship,Guatemala City,30 Sep 2018,Details
9178,2018,Costa Rica,14,36,Peru,-,-,,South American Championship,Guatemala City,3 Oct 2018,Details
9179,2018,Guatemala,0,34,Peru,-,-,,South American Championship,Ciudad Veija Antigua,6 Oct 2018,Details
9180,2018,South Africa,30,32,New Zealand,6,6,,Rugby Championship / Freedom Cup,Pretoria,6 Oct 2018,Details
9181,2018,Argentina,34,45,Australia,31,7,,Rugby Championship / Puma Trophy,Salta,6 Oct 2018,Details
9182,2018,Lithuania,30,10,Czechia,18,5,,FIRA Championship D1,Siauliai,13 Oct 2018,Details
9183,2018,Finland,22,18,Denmark,5,7,,FIRA Championship D2,Helsinki,13 Oct 2018,Details
9184,2018,Serbia & Mon,29,35,Bulgaria,17,29,,FIRA Championship D2,Belgrade,13 Oct 2018,Details
9185,2018,Ukraine,24,13,Luxembourg,17,3,,FIRA Championship D2,Lvov,13 Oct 2018,Details
9186,2018,Norway,9,6,Austria,6,3,,FIRA Championship D2,Bergen,13 Oct 2018,Details
9187,2018,Bosnia & Her,11,40,Croatia,6,23,,FIRA Championship D2,Zenica,13 Oct 2018,Details
9188,2018,Israel,14,21,Malta,7,16,,FIRA Championship D2,Netanya,20 Oct 2018,Details
9189,2018,Zambia,0,31,Algeria,0,17,,African Championship D2,Mufulira,20 Oct 2018,Details
9190,2018,Latvia,24,7,Finland,5,0,,FIRA Championship D2,Riga,20 Oct 2018,Details
9191,2018,Slovenia,48,14,Andorra,38,0,,FIRA Championship D2,Ljubliana,20 Oct 2018,Details
9192,2018,Sweden,80,6,Moldova,17,3,,FIRA Championship D2,Norrkoping,20 Oct 2018,Details
9193,2018,Croatia,46,24,Cyprus,17,14,,FIRA Championship D2,Zagreb,20 Oct 2018,Details
9194,2018,Australia,20,37,New Zealand,10,17,,Australia tour / New Zealand tour / Bledisloe Cup,Yokohama,27 Oct 2018,Details
9195,2018,Bulgaria,13,25,Slovenia,6,10,,FIRA Championship D2,Sofia,27 Oct 2018,Details
9196,2018,Malta,41,7,Bosnia & Her,15,0,,FIRA Championship D2,Paola,27 Oct 2018,Details
9197,2018,Croatia,19,16,Israel,7,3,,FIRA Championship D2,Zagreb,27 Oct 2018,Details
9198,2018,Austria,20,26,Latvia,17,11,,FIRA Championship D2,Vienna,27 Oct 2018,Details
9199,2018,Denmark,42,10,Norway,25,3,,FIRA Championship D2,Odense,27 Oct 2018,Details
9200,2018,Japan,31,69,New Zealand,19,38,,New Zealand tour,Tokyo,3 Nov 2018,Details
9201,2018,Moldova,16,31,Hungary,13,14,,FIRA Championship D2,Anenii-Noi,3 Nov 2018,Details
9202,2018,Wales,21,10,Scotland,14,10,,Scotland tour,Millennium Stadium,3 Nov 2018,Details
9203,2018,England,12,11,South Africa,6,8,,South Africa tour,Twickenham,3 Nov 2018,Details
9204,2018,Luxembourg,9,10,Sweden,9,7,,FIRA Championship D2,Luxembourg City,3 Nov 2018,Details
9205,2018,Andorra,27,14,Slovakia,16,6,,FIRA Championship D2,Andorra-la-Vella,3 Nov 2018,Details
9206,2018,Poland,33,0,Lithuania,12,0,,FIRA Championship D1,Lodz,3 Nov 2018,Details
9207,2018,Ireland,54,7,Italy,14,7,,Ireland tour / Italy tour,Chicago,3 Nov 2018,Details
9208,2018,Slovakia,10,37,Serbia & Mon,10,10,,FIRA Championship D2,Piestany,10 Nov 2018,Details
9209,2018,Russia,47,20,Namibia,19,6,,Namibia tour,Krasnodar,10 Nov 2018,Details
9210,2018,Romania,36,6,Portugal,22,3,,FIRA Championship,Baia Mare,10 Nov 2018,Details
9211,2018,Cyprus,22,34,Israel,15,17,,FIRA Championship D2,Paphos,10 Nov 2018,Details
9212,2018,Hungary,24,48,Ukraine,10,30,,FIRA Championship D2,Szazhalombatta,10 Nov 2018,Details
9213,2018,Italy,28,17,Georgia,18,7,,Georgia tour,Firenze,10 Nov 2018,Details
9214,2018,Scotland,54,17,Fiji,21,17,,Fiji tour,Murrayfield,10 Nov 2018,Details
9215,2018,England,15,16,New Zealand,15,10,,New Zealand tour / Hillary Shield,Twickenham,10 Nov 2018,Details
9216,2018,Wales,9,6,Australia,3,3,,Australia tour / James Bevan Trophy,Millennium Stadium,10 Nov 2018,Details
9217,2018,Samoa,29,30,USA,21,20,,United States of America tour / Samoa tour,San Sebastian,10 Nov 2018,Details
9218,2018,Ireland,28,17,Argentina,15,14,,Argentina tour / Admiral Brown Cup,Lansdowne Road,10 Nov 2018,Details
9219,2018,France,26,29,South Africa,16,9,,South Africa tour,Stade de France,10 Nov 2018,Details
9220,2018,Canada,65,19,Kenya,27,12,,2019 Rugby World Cup Qualifier,Marseille,11 Nov 2018,Details
9221,2018,Germany,26,9,Hong Kong,6,6,,2019 Rugby World Cup Qualifier,Marseille,11 Nov 2018,Details
9222,2018,Hong Kong,42,17,Kenya,7,12,,2019 Rugby World Cup Qualifier,Marseille,17 Nov 2018,Details
9223,2018,Romania,5,31,USA,5,12,,United States of America tour,Bucharest,17 Nov 2018,Details
9224,2018,Fiji,68,7,Uruguay,35,7,,Fiji tour / Uruguay tour,Hartpury,17 Nov 2018,Details
9225,2018,Georgia,27,19,Samoa,10,19,,Samoa tour,Tbilisi,17 Nov 2018,Details
9226,2018,Italy,7,26,Australia,0,14,,Australia tour,Padova,17 Nov 2018,Details
9227,2018,Poland,0,49,Netherlands,0,13,,FIRA Championship D1,Warsaw,17 Nov 2018,Details
9228,2018,Switzerland,17,5,Czechia,8,0,,FIRA Championship D1,Yverdon,17 Nov 2018,Details
9229,2018,Wales,74,24,Tonga,24,17,,Tonga tour,Millennium Stadium,17 Nov 2018,Details
9230,2018,Spain,34,13,Namibia,21,10,,Namibia tour,Madrid,17 Nov 2018,Details
9231,2018,Canada,29,10,Germany,10,7,,2019 Rugby World Cup Qualifier,Marseille,17 Nov 2018,Details
9232,2018,England,35,15,Japan,10,15,,Japan tour,Twickenham,17 Nov 2018,Details
9233,2018,Scotland,20,26,South Africa,17,20,,South Africa tour,Murrayfield,17 Nov 2018,Details
9234,2018,Ireland,16,9,New Zealand,9,6,,New Zealand tour,Lansdowne Road,17 Nov 2018,Details
9235,2018,France,28,13,Argentina,11,10,,Argentina tour,Lille,17 Nov 2018,Details
9236,2018,Germany,43,6,Kenya,12,6,,2019 Rugby World Cup Qualifier,Marseille,23 Nov 2018,Details
9237,2018,Canada,27,10,Hong Kong,14,3,,2019 Rugby World Cup Qualifier,Marseille,23 Nov 2018,Details
9238,2018,Romania,20,27,Uruguay,13,13,,Uruguay tour,Bucharest,24 Nov 2018,Details
9239,2018,Georgia,20,9,Tonga,7,6,,Tonga tour,Tbilisi,24 Nov 2018,Details
9240,2018,Italy,3,66,New Zealand,3,31,,New Zealand tour,Rome,24 Nov 2018,Details
9241,2018,Netherlands,36,15,Switzerland,16,5,,FIRA Championship D1,Amsterdam,24 Nov 2018,Details
9242,2018,Japan,32,27,Russia,10,22,,Japan tour / Russia tour,Gloucester,24 Nov 2018,Details
9243,2018,Scotland,14,9,Argentina,6,3,,Argentina tour,Murrayfield,24 Nov 2018,Details
9244,2018,Spain,10,28,Samoa,3,7,,Samoa tour,Madrid,24 Nov 2018,Details
9245,2018,England,37,18,Australia,13,13,,Australia tour / Cook Cup,Twickenham,24 Nov 2018,Details
9246,2018,Portugal,23,29,Namibia,17,17,,Namibia tour,Coimbra,24 Nov 2018,Details
9247,2018,Wales,20,11,South Africa,14,3,,South Africa tour / Prince William Cup,Millennium Stadium,24 Nov 2018,Details
9248,2018,Ireland,57,14,USA,24,14,,United States of America tour,Lansdowne Road,24 Nov 2018,Details
9249,2018,France,14,21,Fiji,14,12,,Fiji tour,Stade de France,24 Nov 2018,Details
9250,2018,"
Records include the following current or recent matches:
",,,,,,,,,,
9251,2018,"

France v Fiji at Stade de France, Nov 24, 2018 [14-21 FT]
",,,,,,,,,,
9252,2018,"

Ireland v United States of America at Lansdowne Road, Nov 24, 2018 [57-14 FT]
",,,,,,,,,,
9253,2018,"

Wales v South Africa at Millennium Stadium, Nov 24, 2018 [20-11 FT]
",,,,,,,,,,
9254,2018,"

England v Australia at Twickenham, Nov 24, 2018 [37-18 FT]
",,,,,,,,,,
9255,2018,"

Portugal v Namibia at Coimbra, Nov 24, 2018 [23-29 FT]
",,,,,,,,,,
9256,2018,"

Spain v Samoa at Madrid, Nov 24, 2018 [10-28 FT]
",,,,,,,,,,
9257,2018,"

Scotland v Argentina at Murrayfield, Nov 24, 2018 [14-9 FT]
",,,,,,,,,,
9258,2018,"

Japan v Russia at Gloucester, Nov 24, 2018 [32-27 FT]
",,,,,,,,,,
9259,2018,"

Georgia v Tonga at Tbilisi, Nov 24, 2018 [20-9 FT]
",,,,,,,,,,
9260,2018,"

Italy v New Zealand at Rome, Nov 24, 2018 [3-66 FT]
",,,,,,,,,,
9261,2018,"

Netherlands v Switzerland at Amsterdam, FIRA Championship D1, Nov 24, 2018 [36-15 FT]
",,,,,,,,,,
9262,2018,"

Romania v Uruguay at Bucharest, Nov 24, 2018 [20-27 FT]
",,,,,,,,,,
9263,2019,France,19,24,Wales,16,0,,Six Nations,Stade de France,1 Feb 2019,Details
9264,2019,Scotland,33,20,Italy,12,3,,Six Nations,Murrayfield,2 Feb 2019,Details
9265,2019,Ireland,20,32,England,10,17,,Six Nations / Millennium Trophy,Lansdowne Road,2 Feb 2019,Details
9266,2019,Chile,8,71,USA,3,38,,Americas Rugby Championship,Maipu,2 Feb 2019,Details
9267,2019,Uruguay,20,17,Canada,8,5,,Americas Rugby Championship,Montevideo,2 Feb 2019,Details
9268,2019,Uruguay,20,5,Chile,10,0,,Americas Rugby Championship,Montevideo,8 Feb 2019,Details
9269,2019,Romania,9,18,Georgia,6,3,,Six Nations B,Cluj,9 Feb 2019,Details
9270,2019,Belgium,29,22,Germany,12,7,,Six Nations B,Brussels,9 Feb 2019,Details
9271,2019,Scotland,13,22,Ireland,10,12,,Six Nations / Centenary Quaich,Murrayfield,9 Feb 2019,Details
9272,2019,Italy,15,26,Wales,7,12,,Six Nations,Rome,9 Feb 2019,Details
9273,2019,Cayman Is,58,14,Guyana,29,0,,Rugby Americas North,Grand Caymans,9 Feb 2019,Details
9274,2019,Brazil,18,10,Canada,9,10,,Americas Rugby Championship,Sao Paulo,9 Feb 2019,Details
9275,2019,Spain,16,14,Russia,7,14,,Six Nations B,Madrid,10 Feb 2019,Details
9276,2019,England,44,8,France,30,8,,Six Nations,Twickenham,10 Feb 2019,Details
9277,2019,Romania,38,10,Germany,17,3,,Six Nations B,Botoşani,16 Feb 2019,Details
9278,2019,Russia,64,7,Belgium,33,7,,Six Nations B,Sotchi,16 Feb 2019,Details
9279,2019,Portugal,65,5,Poland,27,0,,FIRA Championship D1,Setubal,16 Feb 2019,Details
9280,2019,Georgia,24,10,Spain,12,5,,Six Nations B,Tbilisi,17 Feb 2019,Details
9281,2019,Canada,56,0,Chile,31,0,,Americas Rugby Championship,Langford,22 Feb 2019,Details
9282,2019,France,27,10,Scotland,10,3,,Six Nations / Auld Alliance Trophy,Stade de France,23 Feb 2019,Details
9283,2019,Wales,21,13,England,3,10,,Six Nations,Millennium Stadium,23 Feb 2019,Details
9284,2019,USA,33,28,Brazil,25,13,,Americas Rugby Championship,TX,23 Feb 2019,Details
9285,2019,Switzerland,6,6,Ivory Coast,6,6,,Ivory Coast tour,Geneva,24 Feb 2019,Details
9286,2019,Italy,16,26,Ireland,16,12,,Six Nations,Rome,24 Feb 2019,Details
9287,2019,Germany,18,26,Russia,6,12,,Six Nations B,Heidelburg,2 Mar 2019,Details
9288,2019,Belgium,6,46,Georgia,3,22,,Six Nations B,Brussels,2 Mar 2019,Details
9289,2019,Brazil,15,10,Chile,9,3,,Americas Rugby Championship,Jundiai,2 Mar 2019,Details
9290,2019,USA,25,32,Uruguay,13,19,,Americas Rugby Championship,Seattle,2 Mar 2019,Details
9291,2019,Spain,21,18,Romania,7,13,,Six Nations B,Madrid,3 Mar 2019,Details
9292,2019,USA,30,25,Canada,15,12,,Americas Rugby Championship,Seattle,8 Mar 2019,Details
9293,2019,Romania,22,20,Russia,16,5,,Six Nations B,Botoşani,9 Mar 2019,Details
9294,2019,Netherlands,5,18,Portugal,0,6,,FIRA Championship D1,Amsterdam,9 Mar 2019,Details
9295,2019,Scotland,11,18,Wales,6,15,,Six Nations,Murrayfield,9 Mar 2019,Details
9296,2019,England,57,14,Italy,31,7,,Six Nations,Twickenham,9 Mar 2019,Details
9297,2019,Bermuda,43,14,Jamaica,-,-,,Rugby Americas North,Hamilton,9 Mar 2019,Details
9298,2019,Uruguay,42,20,Brazil,11,15,,Americas Rugby Championship,Montevideo,9 Mar 2019,Details
9299,2019,Georgia,52,3,Germany,21,3,,Six Nations B,Kutaisi,10 Mar 2019,Details
9300,2019,Spain,47,9,Belgium,26,9,,Six Nations B,Madrid,10 Mar 2019,Details
9301,2019,Ireland,26,14,France,19,0,,Six Nations,Lansdowne Road,10 Mar 2019,Details
9302,2019,Israel,40,0,Bosnia & Her,14,0,,FIRA Championship D2,Netanya,16 Mar 2019,Details
9303,2019,Italy,14,25,France,6,10,,Six Nations / Trophee Garibaldi,Rome,16 Mar 2019,Details
9304,2019,Czechia,22,24,Netherlands,8,17,,FIRA Championship D1,Prague,16 Mar 2019,Details
9305,2019,Switzerland,14,48,Portugal,6,27,,FIRA Championship D1,Nyon,16 Mar 2019,Details
9306,2019,Wales,25,7,Ireland,16,0,,Six Nations,Millennium Stadium,16 Mar 2019,Details
9307,2019,England,38,38,Scotland,31,7,,Six Nations / Calcutta Cup,Twickenham,16 Mar 2019,Details
9308,2019,Martinique,43,13,Barbados,-,-,,Rugby Americas North 2,Le Diamant,16 Mar 2019,Details
9309,2019,Belgium,17,43,Romania,10,26,,Six Nations B,Brussels,17 Mar 2019,Details
9310,2019,Germany,10,33,Spain,3,14,,Six Nations B,Cologne,17 Mar 2019,Details
9311,2019,Russia,6,22,Georgia,3,10,,Six Nations B,Krasnodar,17 Mar 2019,Details
9312,2019,Cyprus,10,37,Malta,0,22,,FIRA Championship D2,Paphos,23 Mar 2019,Details
9313,2019,Poland,25,28,Switzerland,18,15,,FIRA Championship D1,Lodz,23 Mar 2019,Details
9314,2019,Portugal,93,0,Czechia,57,0,,FIRA Championship D1,Caldas da Rainha,23 Mar 2019,Details
9315,2019,Martinique,39,0,Curacao,-,-,,Rugby Americas North 2,Le Diamant,23 Mar 2019,Details
9316,2019,Qatar,77,0,Jordan,36,0,,Asian - Division 3,Doha,30 Mar 2019,Details
9317,2019,Austria,29,32,Finland,10,24,,FIRA Championship D2,Vienna,30 Mar 2019,Details
9318,2019,Jordan,6,71,Lebanon,6,36,,Asian - Division 3,Doha,2 Apr 2019,Details
9319,2019,Lebanon,10,13,Qatar,10,7,,Asian - Division 3,Doha,5 Apr 2019,Details
9320,2019,Lithuania,7,48,Portugal,7,21,,FIRA Championship D1,Jurbarkas,6 Apr 2019,Details
9321,2019,Bosnia & Her,22,23,Cyprus,12,15,,FIRA Championship D2,Zenica,6 Apr 2019,Details
9322,2019,Barbados,55,7,Curacao,-,-,,Rugby Americas North 2,Bridgetown,6 Apr 2019,Details
9323,2019,Turk & Caic,24,20,Dominican,-,-,,Rugby Americas North 2,Providenciales,13 Apr 2019,Details
9324,2019,Malta,18,18,Croatia,8,10,,FIRA Championship D2,Paola,13 Apr 2019,Details
9325,2019,Switzerland,34,24,Lithuania,24,17,,FIRA Championship D1,Schaffhausen,13 Apr 2019,Details
9326,2019,Luxembourg,23,10,Moldova,6,5,,FIRA Championship D2,Luxembourg City,13 Apr 2019,Details
9327,2019,Slovakia,24,36,Bulgaria,17,16,,FIRA Championship D2,Piestany,20 Apr 2019,Details
9328,2019,Turkey,61,20,Estonia,33,8,,FIRA Championship D3,Istanbul,20 Apr 2019,Details
9329,2019,Moldova,17,13,Ukraine,7,5,,FIRA Championship D2,Drochia,20 Apr 2019,Details
9330,2019,Denmark,37,7,Austria,20,0,,FIRA Championship D2,Copenhagen,27 Apr 2019,Details
9331,2019,Guyana,5,19,Guadeloupe,0,14,,Rugby Americas North,Georgetown,27 Apr 2019,Details
9332,2019,Pakistan,44,13,Uzbekistan,10,13,,Asian - Division 3,Lahore,28 Apr 2019,Details
9333,2019,Pakistan,24,38,Uzbekistan,7,31,,Asian - Division 3,Lahore,1 May 2019,Details
9334,2019,B Virgin Is,12,31,Turk & Caic,-,-,,Rugby Americas North 2,Tortola,4 May 2019,Details
9335,2019,Hungary,15,18,Luxembourg,12,3,,FIRA Championship D2,Szazhalombatta,4 May 2019,Details
9336,2019,Latvia,38,3,Denmark,19,3,,FIRA Championship D2,Baldones,4 May 2019,Details
9337,2019,Bulgaria,41,20,Andorra,18,5,,FIRA Championship D2,Sofia,11 May 2019,Details
9338,2019,Serbia & Mon,35,27,Slovenia,15,10,,FIRA Championship D2,Starcevo,11 May 2019,Details
9339,2019,Sweden,36,27,Hungary,18,13,,FIRA Championship D2,Norrkoping,11 May 2019,Details
